ATL,LAX,76.0
ATL,SFO,247.0
ATL,BOS,74.0
ATL,LAS,88.0
ATL,JFK,127.0
ATL,DEN,77.0
ATL,MIA,49.0
ATL,ORD,31.0
ATL,MCO,33.0
ATL,EWR,47.0
ATL,PHL,35.0
ATL,MSP,71.0
ATL,FLL,53.0
ATL,SAN,419.0
ATL,PDX,277.0
ATL,PHX,267.0
ATL,HNL,979.0
ATL,IAD,227.0
ATL,IAH,76.0
ATL,TPA,47.0
ATL,DTW,71.0
ATL,CLT,197.0
ATL,SLC,237.0
ATL,DCA,227.0
ATL,AUS,84.0
ATL,BWI,71.0
ATL,RDU,167.0
ATL,MSY,71.0
ATL,LGA,77.0
ATL,SJC,399.0
ATL,SMF,299.0
ATL,OAK,413.0
ATL,CLE,71.0
ATL,SNA,277.0
ATL,BNA,167.0
ATL,PIT,197.0
ATL,STL,167.0
ATL,IND,167.0
ATL,MCI,227.0
ATL,BDL,197.0
ATL,CMH,167.0
ATL,JAX,157.0
ATL,MKE,227.0
ATL,RSW,157.0
ATL,CVG,199.0
ATL,SAT,267.0
ATL,PBI,199.0
ATL,BUF,197.0
ATL,CHS,179.0
ATL,RIC,167.0
ATL,ONT,259.0
ATL,PVD,239.0
ATL,RNO,199.0
ATL,MDW,117.0
ATL,MEM,177.0
ATL,ORF,199.0
ATL,GEG,277.0
ATL,BOI,257.0
ATL,OMA,309.0
ATL,PWM,327.0
ATL,BUR,358.0
ATL,GRR,177.0
ATL,ROC,217.0
ATL,SYR,222.0
ATL,ABQ,348.0
ATL,SAV,159.0
ATL,SDF,167.0
ATL,BZN,569.0
ATL,DSM,239.0
ATL,OKC,267.0
ATL,DAY,239.0
ATL,ALB,217.0
ATL,MYR,219.0
ATL,TUS,199.0
ATL,PNS,179.0
ATL,MSN,259.0
ATL,BTV,537.0
ATL,BHM,237.0
ATL,TYS,179.0
ATL,GSO,167.0
ATL,GSP,192.0
ATL,TUL,318.0
ATL,LIT,167.0
ATL,EYW,239.0
ATL,HPN,485.0
ATL,JAC,251.0
ATL,DAL,110.0
ATL,PSP,393.0
ATL,COS,252.0
ATL,ELP,219.0
ATL,MDT,327.0
ATL,CAE,179.0
ATL,ICT,377.0
ATL,LEX,339.0
ATL,SRQ,219.0
ATL,ILM,199.0
ATL,XNA,516.0
ATL,CID,452.0
ATL,AVL,199.0
ATL,ECP,239.0
ATL,TLH,199.0
ATL,HSV,269.0
ATL,CHA,139.0
ATL,ABE,227.0
ATL,JAN,439.0
ATL,SGF,239.0
ATL,MOB,199.0
ATL,CHO,199.0
ATL,VPS,199.0
ATL,TTN,107.0
ATL,DAB,179.0
ATL,GRB,439.0
ATL,BTR,249.0
ATL,MLI,239.0
ATL,ROA,179.0
ATL,FWA,239.0
ATL,AGS,199.0
ATL,GPT,349.0
ATL,GNV,159.0
ATL,SHV,299.0
ATL,CRW,159.0
ATL,ATW,389.0
ATL,SBN,338.0
ATL,FAY,244.0
ATL,MLB,299.0
ATL,BMI,299.0
ATL,OAJ,389.0
ATL,LFT,239.0
ATL,TRI,199.0
ATL,EVV,199.0
ATL,MGM,179.0
ATL,HHH,179.0
ATL,RST,348.0
ATL,EGE,447.0
ATL,VLD,194.0
ATL,CSG,139.0
ATL,MLU,219.0
ATL,AEX,224.0
ATL,DHN,139.0
ATL,GTR,249.0
ATL,MSL,118.0
ATL,BQK,198.0
ATL,LUK,7080.0
LAX,SFO,76.0
LAX,BOS,177.0
LAX,LAS,27.0
LAX,JFK,181.0
LAX,DEN,47.0
LAX,MIA,191.0
LAX,ORD,69.0
LAX,ATL,77.0
LAX,MCO,106.0
LAX,EWR,162.0
LAX,PHL,77.0
LAX,MSP,59.0
LAX,FLL,71.0
LAX,SAN,139.0
LAX,PDX,137.0
LAX,PHX,49.0
LAX,HNL,268.0
LAX,IAH,99.0
LAX,IAD,162.0
LAX,TPA,232.0
LAX,DTW,100.0
LAX,CLT,339.0
LAX,SLC,117.0
LAX,DCA,172.0
LAX,AUS,71.0
LAX,BWI,99.0
LAX,RDU,299.0
LAX,MSY,109.0
LAX,SJC,97.0
LAX,OAK,48.0
LAX,SMF,155.0
LAX,CLE,130.0
LAX,BNA,95.0
LAX,STL,321.0
LAX,PIT,139.0
LAX,MCI,106.0
LAX,IND,307.0
LAX,OGG,297.0
LAX,BDL,257.0
LAX,CMH,367.0
LAX,RSW,297.0
LAX,CVG,166.0
LAX,SAT,287.0
LAX,ANC,280.0
LAX,PBI,247.0
LAX,BUF,308.0
LAX,CHS,289.0
LAX,RIC,287.0
LAX,RNO,97.0
LAX,ONT,1099.0
LAX,MEM,107.0
LAX,OMA,209.0
LAX,GEG,157.0
LAX,BOI,78.0
LAX,FAT,97.0
LAX,ABQ,225.0
LAX,OKC,261.0
LAX,BZN,137.0
LAX,LIH,297.0
LAX,TUS,167.0
LAX,EUG,95.0
LAX,KOA,297.0
LAX,MSN,399.0
LAX,MSO,217.0
LAX,TUL,166.0
LAX,MFR,91.0
LAX,FCA,290.0
LAX,RDM,137.0
LAX,COS,289.0
LAX,ELP,221.0
LAX,BLI,140.0
LAX,DAL,97.0
LAX,JAC,221.0
LAX,PSP,106.0
LAX,XNA,301.0
LAX,SGF,516.0
LAX,SBA,337.0
LAX,ASE,221.0
LAX,MRY,303.0
LAX,ITO,327.0
LAX,SBP,289.0
LAX,EGE,219.0
LAX,STS,177.0
LAX,SUN,423.0
LAX,MTJ,379.0
LAX,MMH,272.0
LAX,RDD,247.0
LAX,PVU,77.0
LAX,BFL,2721.0
LAX,ACV,269.0
LAX,HDN,307.0
LAX,FLG,5966.0
LAX,MCE,127.0
LAX,PRC,198.0
LAX,AZA,7742.0
LAX,IPL,122.0
LAX,PAE,183.0
LAX,BLD,2981.0
LAX,VGT,2948.0
LAX,RHV,3084.0
LAX,VIS,2120.0
LAX,HSH,2567.0
LAX,GCN,2512.0
LAX,SGU,5554.0
ORD,LAX,69.0
ORD,SFO,157.0
ORD,BOS,83.0
ORD,LAS,52.0
ORD,JFK,147.0
ORD,DEN,30.0
ORD,MIA,47.0
ORD,ATL,31.0
ORD,MCO,41.0
ORD,EWR,142.0
ORD,PHL,137.0
ORD,MSP,97.0
ORD,FLL,31.0
ORD,SAN,71.0
ORD,PDX,197.0
ORD,PHX,47.0
ORD,HNL,571.0
ORD,IAD,187.0
ORD,IAH,47.0
ORD,TPA,47.0
ORD,DTW,167.0
ORD,CLT,165.0
ORD,SLC,307.0
ORD,DCA,169.0
ORD,AUS,25.0
ORD,BWI,76.0
ORD,RDU,177.0
ORD,MSY,47.0
ORD,LGA,103.0
ORD,SJC,327.0
ORD,SMF,207.0
ORD,OAK,105.0
ORD,CLE,167.0
ORD,SNA,389.0
ORD,BNA,167.0
ORD,PIT,167.0
ORD,STL,151.0
ORD,IND,229.0
ORD,MCI,167.0
ORD,OGG,709.0
ORD,BDL,267.0
ORD,CMH,167.0
ORD,JAX,267.0
ORD,MKE,215.0
ORD,RSW,47.0
ORD,CVG,137.0
ORD,SAT,353.0
ORD,ANC,280.0
ORD,PBI,217.0
ORD,BUF,167.0
ORD,CHS,227.0
ORD,RIC,317.0
ORD,PVD,222.0
ORD,RNO,479.0
ORD,MEM,167.0
ORD,ORF,227.0
ORD,OMA,167.0
ORD,BOI,287.0
ORD,GEG,369.0
ORD,FAT,359.0
ORD,PWM,313.0
ORD,SYR,479.0
ORD,GRR,167.0
ORD,ROC,317.0
ORD,ABQ,287.0
ORD,SDF,167.0
ORD,SAV,379.0
ORD,OKC,227.0
ORD,DSM,237.0
ORD,BZN,239.0
ORD,DAY,269.0
ORD,ALB,222.0
ORD,MYR,74.0
ORD,TUS,307.0
ORD,KOA,914.0
ORD,BTV,359.0
ORD,PNS,137.0
ORD,MSN,279.0
ORD,EUG,399.0
ORD,BHM,227.0
ORD,GSP,209.0
ORD,MSO,749.0
ORD,TYS,97.0
ORD,GSO,369.0
ORD,TUL,279.0
ORD,FCA,419.0
ORD,MHT,197.0
ORD,LIT,279.0
ORD,PSC,421.0
ORD,EYW,369.0
ORD,CAE,227.0
ORD,HPN,217.0
ORD,PSP,289.0
ORD,JAC,239.0
ORD,COS,247.0
ORD,ELP,339.0
ORD,LEX,299.0
ORD,MDT,289.0
ORD,CAK,332.0
ORD,ICT,317.0
ORD,SRQ,79.0
ORD,ILM,319.0
ORD,XNA,339.0
ORD,CID,299.0
ORD,AVL,279.0
ORD,FSD,369.0
ORD,FAR,369.0
ORD,FNT,189.0
ORD,CHO,269.0
ORD,CHA,389.0
ORD,HSV,309.0
ORD,ABE,217.0
ORD,TVC,269.0
ORD,SGF,279.0
ORD,SBA,334.0
